날짜,코스피,PBR,배당수익률,삼성전자,,
2016-01-04,14.74,1.08,1.36,10.50,,15.61526048
2016-01-05,14.83,1.08,1.35,10.53,,14.22
2016-01-06,14.79,1.08,1.35,10.24,,
2016-01-07,14.63,1.07,1.37,10.14,,
2016-01-08,14.73,1.08,1.36,10.20,,
2016-01-11,14.55,1.06,1.38,10.04,,
2016-01-12,14.52,1.06,1.38,9.99,,
2016-01-13,14.72,1.07,1.36,10.00,,
2016-01-14,14.59,1.07,1.37,9.92,,
2016-01-15,14.43,1.05,1.39,9.87,,
2016-01-18,14.43,1.05,1.39,9.81,,
2016-01-19,14.51,1.06,1.38,10.20,,
2016-01-20,14.17,1.03,1.41,9.92,,
2016-01-21,14.13,1.03,1.42,9.86,,
2016-01-22,14.42,1.05,1.39,10.18,,
2016-01-25,14.53,1.06,1.38,10.13,,
2016-01-26,14.36,1.05,1.39,9.91,,
2016-01-27,14.56,1.06,1.37,10.24,,
2016-01-28,14.63,1.07,1.37,9.98,,
2016-01-29,14.7,1.07,1.36,10.02,,
2016-02-01,14.8,1.08,1.35,10.14,,
2016-02-02,14.66,1.07,1.37,10.07,,
2016-02-03,14.54,1.06,1.38,9.99,,
2016-02-04,14.59,1.07,1.36,10.07,,
2016-02-05,14.75,1.08,1.36,10.14,,
2016-02-11,15.17,1.05,1.4,9.85,,
2016-02-12,14.95,1.03,1.42,9.85,,
2016-02-15,15.18,1.05,1.4,10.06,,
2016-02-16,15.39,1.06,1.38,10.18,,
2016-02-17,15.35,1.06,1.38,10.33,,
2016-02-18,15.56,1.07,1.36,10.34,,
2016-02-19,15.62,1.08,1.36,10.37,,
2016-02-22,15.62,1.08,1.36,10.24,,
2016-02-23,15.6,1.08,1.36,10.29,,
2016-02-24,15.59,1.08,1.36,10.21,,
2016-02-25,15.64,1.08,1.36,10.27,,
2016-02-26,15.66,1.08,1.35,10.21,,
2016-02-29,15.63,1.08,1.36,10.27,,
2016-03-02,15.88,1.1,1.33,10.43,,
2016-03-03,15.97,1.1,1.33,10.63,,
2016-03-04,15.95,1.1,1.33,10.59,,
2016-03-07,15.83,1.1,1.33,10.66,,
2016-03-08,15.73,1.1,1.34,10.39,,
2016-03-09,15.79,1.1,1.33,10.41,,
2016-03-10,15.92,1.11,1.32,10.68,,
2016-03-11,15.93,1.11,1.32,10.88,,
2016-03-14,15.94,1.11,1.32,10.94,,
2016-03-15,15.91,1.11,1.32,10.92,,
2016-03-16,15.95,1.11,1.32,10.95,,
2016-03-17,16.05,1.12,1.31,11.01,,
2016-03-18,16.19,1.12,1.3,11.09,,
2016-03-21,16.15,1.12,1.3,11.04,,
2016-03-22,16.21,1.12,1.3,11.06,,
2016-03-23,16.19,1.12,1.3,11.15,,
2016-03-24,16.12,1.12,1.31,11.17,,
2016-03-25,16.1,1.12,1.31,11.22,,
2016-03-28,16.09,1.12,1.31,11.28,,
2016-03-29,16.19,1.12,1.3,11.24,,
2016-03-30,16.26,1.13,1.3,11.40,,
2016-03-31,16.2,1.12,1.3,11.43,,
2016-04-01,16.02,1.11,1.32,10.94,,
2016-04-04,16.06,1.11,1.31,11.17,,
2016-04-05,15.93,1.11,1.32,10.78,,
2016-04-06,16,1.11,1.32,10.99,,
2016-04-07,16.02,1.11,1.32,10.86,,
2016-04-08,16.01,1.11,1.32,10.66,,
2016-04-11,16,1.11,1.32,10.83,,
2016-04-12,16.09,1.12,1.31,10.91,,
2016-04-14,16.39,1.14,1.29,11.12,,
2016-04-15,16.38,1.14,1.29,11.12,,
2016-04-18,16.34,1.13,1.29,11.11,,
2016-04-19,16.35,1.13,1.29,11.02,,
2016-04-20,16.31,1.13,1.3,11.11,,
2016-04-21,16.45,1.14,1.29,11.07,,
2016-04-22,16.39,1.14,1.29,10.95,,
2016-04-25,16.38,1.13,1.29,10.96,,
2016-04-26,16.42,1.14,1.29,11.09,,
2016-04-27,16.38,1.14,1.29,11.12,,
2016-04-28,16.26,1.13,1.3,10.82,,
2016-04-29,16.21,1.12,1.28,10.65,,
2016-05-02,13.86,1.04,1.69,10.69,,
2016-05-03,13.92,1.05,1.68,10.79,,
2016-05-04,13.85,1.04,1.69,11.04,,
2016-05-09,13.79,1.04,1.7,11.11,,
2016-05-10,13.89,1.05,1.68,11.09,,
2016-05-11,13.87,1.04,1.69,11.05,,
2016-05-12,13.86,1.04,1.69,10.96,,
2016-05-13,13.79,1.04,1.7,10.72,,
2016-05-16,13.79,1.04,1.7,10.68,,
2016-05-17,13.8,1.04,1.7,10.81,,
2016-05-18,13.72,1.03,1.71,10.85,,
2016-05-19,13.65,1.03,1.71,10.87,,
2016-05-20,13.66,1.03,1.71,10.86,,
2016-05-23,13.71,1.03,1.71,11.00,,
2016-05-24,13.59,1.02,1.72,10.87,,
2016-05-25,13.75,1.03,1.7,11.08,,
2016-05-26,13.73,1.03,1.7,11.09,,
2016-05-27,13.81,1.04,1.69,10.97,,
2016-05-30,13.8,1.04,1.7,10.95,,
2016-05-31,13.91,1.05,1.68,11.05,,
2016-06-01,13.91,1.05,1.68,11.41,,
2016-06-02,13.92,1.05,1.68,11.68,,
2016-06-03,13.93,1.05,1.68,11.78,,
2016-06-07,14.11,1.06,1.66,11.96,,
2016-06-08,14.22,1.07,1.65,12.03,,
2016-06-09,14.2,1.07,1.65,12.23,,
2016-06-10,14.15,1.06,1.65,12.03,,
2016-06-13,13.88,1.04,1.69,11.73,,
2016-06-14,13.83,1.04,1.69,11.81,,
2016-06-15,13.81,1.04,1.69,12.09,,
2016-06-16,13.69,1.03,1.71,12.06,,
2016-06-17,13.7,1.03,1.71,12.20,,
2016-06-20,13.9,1.05,1.68,12.24,,
2016-06-21,13.92,1.05,1.68,12.39,,
2016-06-22,13.99,1.05,1.67,12.36,,
2016-06-23,13.94,1.05,1.68,12.23,,
2016-06-24,13.51,1.02,1.73,11.98,,
2016-06-27,13.52,1.02,1.73,11.96,,
2016-06-28,13.59,1.02,1.72,11.97,,
2016-06-29,13.73,1.03,1.7,11.94,,
2016-06-30,13.83,1.04,1.69,12.19,,
2016-07-01,13.95,1.05,1.68,13.00,,
2016-07-04,14.01,1.05,1.67,13.00,,
2016-07-05,13.97,1.05,1.67,13.02,,
2016-07-06,13.71,1.03,1.71,12.60,,
2016-07-07,13.86,1.04,1.69,12.86,,
2016-07-08,13.78,1.04,1.7,12.94,,
2016-07-11,13.96,1.05,1.68,13.20,,
2016-07-12,13.98,1.05,1.67,12.98,,
2016-07-13,14.08,1.06,1.66,13.13,,
2016-07-14,14.1,1.06,1.66,13.30,,
2016-07-15,14.18,1.07,1.65,13.46,,
2016-07-18,14.21,1.07,1.65,13.59,,
2016-07-19,14.18,1.07,1.65,13.59,,
2016-07-20,14.17,1.07,1.65,13.65,,
2016-07-21,14.15,1.06,1.66,13.68,,
2016-07-22,14.13,1.06,1.66,13.44,,
2016-07-25,14.15,1.06,1.66,13.32,,
2016-07-26,14.25,1.07,1.64,13.56,,
2016-07-27,14.24,1.07,1.65,13.54,,
2016-07-28,14.21,1.07,1.65,13.36,,
2016-07-29,14.19,1.07,1.65,13.64,,
2016-08-01,14.28,1.07,1.64,13.90,,
2016-08-02,14.2,1.07,1.65,13.72,,
2016-08-03,14.03,1.06,1.67,13.45,,
2016-08-04,14.07,1.06,1.67,13.45,,
2016-08-05,14.2,1.07,1.65,13.84,,
2016-08-08,14.29,1.07,1.64,13.91,,
2016-08-09,14.38,1.08,1.63,13.89,,
2016-08-10,14.39,1.08,1.63,13.66,,
2016-08-11,14.42,1.08,1.63,13.82,,
2016-08-12,14.43,1.09,1.62,13.70,,
2016-08-16,14.41,1.08,1.63,13.90,,
2016-08-17,14.38,1.08,1.63,13.88,,
2016-08-18,14.47,1.09,1.62,14.54,,
2016-08-19,14.47,1.09,1.62,14.85,,
2016-08-22,14.37,1.08,1.63,14.76,,
2016-08-23,14.43,1.08,1.62,14.96,,
2016-08-24,14.38,1.08,1.63,14.66,,
2016-08-25,14.38,1.08,1.63,14.53,,
2016-08-26,14.34,1.08,1.63,14.29,,
2016-08-29,14.3,1.08,1.64,14.54,,
2016-08-30,14.36,1.08,1.63,14.58,,
2016-08-31,14.32,1.08,1.64,14.36,,
2016-09-01,14.29,1.08,1.64,14.07,,
2016-09-02,14.33,1.08,1.63,14.16,,
2016-09-05,14.49,1.09,1.62,14.24,,
2016-09-06,14.53,1.09,1.61,14.57,,
2016-09-07,14.5,1.09,1.62,14.37,,
2016-09-08,14.51,1.09,1.61,14.53,,
2016-09-09,14.33,1.08,1.63,13.96,,
2016-09-12,14.01,1.05,1.67,12.99,,
2016-09-13,14.06,1.06,1.67,13.54,,
2016-09-19,14.18,1.07,1.65,13.81,,
2016-09-20,14.25,1.07,1.64,14.05,,
2016-09-21,14.32,1.08,1.64,14.11,,
2016-09-22,14.42,1.09,1.62,14.34,,
2016-09-23,14.46,1.09,1.62,13.93,,
2016-09-26,14.41,1.08,1.63,13.90,,
2016-09-27,14.52,1.09,1.61,13.91,,
2016-09-28,14.45,1.09,1.62,13.89,,
2016-09-29,14.56,1.1,1.61,14.19,,
2016-09-30,14.51,1.08,1.63,14.17,,
2016-10-04,13.33,1.01,1.53,11.80,,
2016-10-05,13.32,1.01,1.53,11.84,,
2016-10-06,13.4,1.02,1.52,12.36,,
2016-10-07,13.33,1.01,1.53,12.47,,
2016-10-10,13.33,1.01,1.53,12.28,,
2016-10-11,13.17,1,1.55,11.30,,
2016-10-12,13.18,1,1.55,11.22,,
2016-10-13,13.06,0.99,1.56,11.38,,
2016-10-14,13.11,0.99,1.56,11.53,,
2016-10-17,13.15,1,1.55,11.63,,
2016-10-18,13.24,1.01,1.54,11.62,,
2016-10-19,13.24,1.01,1.54,11.88,,
2016-10-20,13.24,1.01,1.54,11.85,,
2016-10-21,13.19,1,1.54,11.62,,
2016-10-24,13.29,1.01,1.53,11.76,,
2016-10-25,13.22,1,1.54,11.68,,
2016-10-26,13.07,0.99,1.56,11.46,,
2016-10-27,13.13,1,1.55,11.50,,
2016-10-28,13.1,1,1.55,11.80,,
2016-10-31,13.03,0.99,1.56,11.98,,
2016-11-01,13.02,0.99,1.56,12.08,,
2016-11-02,12.84,0.98,1.58,12.01,,
2016-11-03,12.87,0.98,1.58,11.82,,
2016-11-04,12.86,0.98,1.58,11.90,,
2016-11-07,12.96,0.99,1.57,11.99,,
2016-11-08,13,0.99,1.56,12.02,,
2016-11-09,12.71,0.97,1.6,11.67,,
2016-11-10,13,0.99,1.56,12.06,,
2016-11-11,12.72,0.98,1.57,11.68,,
2016-11-14,12.66,0.98,1.58,11.36,,
2016-11-15,12.61,0.98,1.58,11.25,,
2016-11-16,12.69,0.98,1.57,11.39,,
2016-11-17,12.7,0.98,1.57,11.47,,
2016-11-18,12.66,0.98,1.57,11.60,,
2016-11-21,12.62,0.98,1.58,11.65,,
2016-11-22,12.74,0.98,1.56,11.99,,
2016-11-23,12.77,0.99,1.56,12.06,,
2016-11-24,12.66,0.98,1.57,12.06,,
2016-11-25,12.68,0.98,1.57,12.06,,
2016-11-28,12.7,0.98,1.57,12.26,,
2016-11-29,12.71,0.98,1.57,12.26,,
2016-11-30,12.74,0.98,1.56,12.77,,
2016-12-01,13.59,0.97,1.56,12.79,,
2016-12-02,13.5,0.97,1.57,12.63,,
2016-12-05,13.45,0.96,1.58,12.56,,
2016-12-06,13.63,0.97,1.56,12.78,,
2016-12-07,13.65,0.98,1.56,12.96,,
2016-12-08,13.92,1,1.53,13.09,,
2016-12-09,13.87,0.99,1.53,13.02,,
2016-12-12,13.89,0.99,1.53,12.81,,
2016-12-13,13.95,1,1.52,12.91,,
2016-12-14,13.96,1,1.52,12.99,,
2016-12-15,13.96,1,1.52,12.86,,
2016-12-16,14,1,1.52,13.11,,
2016-12-19,13.97,1,1.52,13.13,,
2016-12-20,13.99,1,1.52,13.25,,
2016-12-21,13.99,1,1.52,13.20,,
2016-12-22,13.98,1,1.52,13.23,,
2016-12-23,13.98,1,1.52,13.03,,
2016-12-26,13.99,1,1.52,13.15,,
2016-12-27,14.03,1,1.51,13.15,,
2016-12-28,13.91,1,1.53,13.07,,
2016-12-29,13.92,1,1.52,13.18,,
2017-01-02,13.92,1,1.52,11.90,,
2017-01-03,14.04,1.01,1.51,12.02,,
2017-01-04,14.05,1.01,1.51,11.92,,
2017-01-05,14.03,1,1.51,11.72,,
2017-01-06,14.08,1.01,1.51,11.93,,
2017-01-09,14.07,1.01,1.51,12.27,,
2017-01-10,14.05,1.01,1.51,12.27,,
2017-01-11,14.26,1.02,1.49,12.62,,
2017-01-12,14.34,1.03,1.48,12.79,,
2017-01-13,14.27,1.02,1.49,12.35,,
2017-01-16,14.18,1.01,1.5,12.08,,
2017-01-17,14.23,1.02,1.49,12.18,,
2017-01-18,14.22,1.02,1.49,12.17,,
2017-01-19,14.24,1.02,1.49,12.35,,
2017-01-20,14.19,1.02,1.5,12.26,,
2017-01-23,14.2,1.02,1.5,12.54,,
2017-01-24,14.2,1.02,1.49,12.58,,
2017-01-25,14.21,1.02,1.49,12.98,,
2017-01-26,14.32,1.03,1.48,13.15,,
2017-01-31,14.22,1.02,1.49,13.00,,
2017-02-01,14.3,1.02,1.48,12.89,,
2017-02-02,14.24,1.02,1.49,12.97,,
2017-02-03,14.25,1.02,1.49,13.00,,
2017-02-06,14.28,1.02,1.49,13.04,,
2017-02-07,14.27,1.02,1.49,12.79,,
2017-02-08,14.2,1.02,1.49,12.66,,
2017-02-09,14.2,1.02,1.49,12.66,,
2017-02-10,14.26,1.02,1.49,12.64,,
2017-02-13,14.29,1.02,1.48,12.51,,
2017-02-14,14.26,1.02,1.49,12.39,,
2017-02-15,14.33,1.03,1.48,12.43,,
2017-02-16,14.31,1.02,1.48,12.53,,
2017-02-17,14.3,1.02,1.48,12.48,,
2017-02-20,14.33,1.03,1.48,12.74,,
2017-02-21,14.46,1.04,1.47,12.83,,
2017-02-22,14.48,1.04,1.47,12.95,,
2017-02-23,14.49,1.04,1.46,12.91,,
2017-02-24,14.4,1.03,1.47,12.60,,
2017-02-27,14.34,1.03,1.48,12.54,,
2017-02-28,14.38,1.03,1.48,12.67,,
2017-03-02,14.46,1.04,1.47,13.09,,
2017-03-03,14.29,1.02,1.48,13.06,,
2017-03-06,14.31,1.02,1.48,13.21,,
2017-03-07,14.4,1.03,1.47,13.25,,
2017-03-08,14.41,1.03,1.47,13.25,,
2017-03-09,14.38,1.03,1.48,13.25,,
2017-03-10,14.42,1.03,1.47,13.24,,
2017-03-13,14.56,1.04,1.46,13.38,,
2017-03-14,14.67,1.05,1.45,13.63,,
2017-03-15,14.66,1.05,1.45,13.64,,
2017-03-16,14.78,1.06,1.43,13.79,,
2017-03-17,14.91,1.07,1.42,13.97,,
2017-03-20,14.86,1.06,1.43,13.81,,
2017-03-21,15.01,1.07,1.41,14.03,,
2017-03-22,14.94,1.07,1.42,13.99,,
2017-03-23,14.97,1.07,1.42,13.78,,
2017-03-24,14.88,1.07,1.42,13.68,,
2017-03-27,14.79,1.06,1.43,13.58,,
2017-03-28,14.84,1.07,1.42,13.67,,
2017-03-29,14.87,1.07,1.42,13.77,,
2017-03-30,14.76,1.06,1.42,13.84,,
2017-03-31,14.73,1.06,1.43,13.58,,
2017-04-03,14.78,1.07,1.42,11.16,,
2017-04-04,14.73,1.06,1.43,11.34,,
2017-04-05,14.73,1.06,1.43,11.35,,
2017-04-06,14.68,1.06,1.43,11.27,,
2017-04-07,14.67,1.06,1.43,11.21,,
2017-04-10,14.54,1.05,1.45,11.30,,
2017-04-11,14.49,1.04,1.45,11.21,,
2017-04-12,14.52,1.05,1.45,11.29,,
2017-04-13,14.65,1.06,1.43,11.43,,
2017-04-14,14.56,1.05,1.44,11.32,,
2017-04-17,14.63,1.06,1.44,11.20,,
2017-04-18,14.65,1.06,1.43,11.18,,
2017-04-19,14.58,1.05,1.44,11.02,,
2017-04-20,14.66,1.06,1.43,10.85,,
2017-04-21,14.74,1.06,1.43,10.98,,
2017-04-24,14.8,1.07,1.42,11.11,,
2017-04-25,14.96,1.08,1.41,11.50,,
2017-04-26,15.04,1.08,1.4,11.53,,
2017-04-27,15.05,1.09,1.4,11.81,,
2017-04-28,15.02,1.08,1.4,12.02,,
2017-05-02,14.73,1.06,1.51,12.09,,
2017-05-04,14.87,1.08,1.49,12.26,,
2017-05-08,15.22,1.1,1.46,12.67,,
2017-05-10,15.07,1.09,1.47,12.28,,
2017-05-11,15.22,1.1,1.46,12.26,,
2017-05-12,15.14,1.09,1.48,12.34,,
2017-05-15,15.29,1.11,1.46,12.42,,
2017-05-16,15.33,1.11,1.45,12.49,,
2017-05-17,15.31,1.11,1.46,12.48,,
2017-05-18,15.27,1.1,1.46,12.38,,
2017-05-19,15.28,1.1,1.46,12.05,,
2017-05-22,15.38,1.11,1.45,12.15,,
2017-05-23,15.21,1.1,1.47,12.10,,
2017-05-24,15.25,1.1,1.46,12.09,,
2017-05-25,15.41,1.11,1.45,12.31,,
2017-05-26,15.5,1.12,1.44,12.41,,
2017-05-29,15.48,1.12,1.44,12.29,,
2017-05-30,15.42,1.12,1.45,12.02,,
2017-05-31,15.45,1.12,1.44,12.04,,
2017-06-01,14.17,1.12,1.44,12.04,,
2017-06-02,14.33,1.13,1.43,12.38,,
2017-06-05,14.32,1.13,1.43,12.38,,
2017-06-07,14.27,1.13,1.44,12.20,,
2017-06-08,14.28,1.13,1.43,12.16,,
2017-06-09,14.39,1.14,1.42,12.42,,
2017-06-12,14.25,1.13,1.44,12.22,,
2017-06-13,14.35,1.14,1.43,12.23,,
2017-06-14,14.34,1.13,1.43,12.22,,
2017-06-15,14.27,1.13,1.43,12.31,,
2017-06-16,14.27,1.13,1.43,12.28,,
2017-06-19,14.33,1.13,1.43,12.54,,
2017-06-20,14.32,1.13,1.43,12.97,,
2017-06-21,14.25,1.13,1.44,12.79,,
2017-06-22,14.33,1.13,1.43,12.92,,
2017-06-23,14.38,1.14,1.42,12.83,,
2017-06-26,14.44,1.14,1.42,13.01,,
2017-06-27,14.46,1.14,1.42,13.01,,
2017-06-28,14.4,1.14,1.42,12.85,,
2017-06-29,14.48,1.15,1.41,12.91,,
2017-06-30,14.46,1.14,1.42,12.81,,
2017-07-03,14.47,1.15,1.41,10.16,,
2017-07-04,14.39,1.14,1.42,10.11,,
2017-07-05,14.44,1.14,1.42,10.24,,
2017-07-06,14.43,1.14,1.42,10.34,,
2017-07-07,14.38,1.14,1.42,10.30,,
2017-07-10,14.41,1.14,1.42,10.47,,
2017-07-11,14.5,1.15,1.41,10.54,,
2017-07-12,14.47,1.14,1.41,10.73,,
2017-07-13,14.58,1.15,1.4,10.88,,
2017-07-14,14.61,1.15,1.4,10.86,,
2017-07-17,14.67,1.16,1.39,10.90,,
2017-07-18,14.67,1.16,1.39,10.94,,
2017-07-19,14.7,1.16,1.39,10.92,,
2017-07-20,14.77,1.17,1.39,11.02,,
2017-07-21,14.85,1.17,1.38,10.99,,
2017-07-24,14.86,1.17,1.38,10.94,,
2017-07-25,14.79,1.17,1.39,10.76,,
2017-07-26,14.76,1.16,1.39,10.72,,
2017-07-27,14.81,1.17,1.38,10.71,,
2017-07-28,14.55,1.15,1.41,10.28,,
2017-07-31,14.56,1.15,1.41,10.37,,
2017-08-01,14.68,1.16,1.4,10.46,,
2017-08-02,14.69,1.16,1.4,10.54,,
2017-08-03,14.44,1.14,1.42,10.28,,
2017-08-04,14.49,1.14,1.41,10.26,,
2017-08-07,14.51,1.14,1.41,10.24,,
2017-08-08,14.49,1.14,1.42,10.27,,
2017-08-09,14.32,1.13,1.43,9.96,,
2017-08-10,14.27,1.13,1.44,9.88,,
2017-08-11,14.03,1.11,1.46,9.60,,
2017-08-14,14.11,1.11,1.45,9.68,,
2017-08-16,14.2,1.12,1.44,9.94,,
2017-08-17,14.29,1.13,1.43,10.12,,
2017-08-18,14.27,1.13,1.44,10.09,,
2017-08-21,14.25,1.12,1.44,10.08,,
2017-08-22,14.31,1.13,1.43,10.11,,
2017-08-23,14.32,1.13,1.43,10.22,,
2017-08-24,14.38,1.13,1.43,10.22,,
2017-08-25,14.41,1.14,1.42,10.12,,
2017-08-28,14.36,1.13,1.43,9.92,,
2017-08-29,14.33,1.13,1.43,9.91,,
2017-08-30,14.37,1.13,1.43,9.94,,
2017-08-31,14.32,1.13,1.43,9.97,,
2017-09-01,13.27,1.08,1.43,10.00,,
2017-09-04,13.11,1.07,1.45,9.91,,
2017-09-05,13.1,1.07,1.45,10.06,,
2017-09-06,13.06,1.06,1.45,10.11,,
2017-09-07,13.21,1.08,1.44,10.35,,
2017-09-08,13.2,1.07,1.44,10.56,,
2017-09-11,13.29,1.08,1.43,10.71,,
2017-09-12,13.32,1.08,1.43,10.67,,
2017-09-13,13.29,1.08,1.43,10.68,,
2017-09-14,13.39,1.09,1.42,10.82,,
2017-09-15,13.52,1.1,1.41,10.84,,
2017-09-18,13.7,1.11,1.39,11.29,,
